kode_kelurahan,kode_kecamatan,kode_kabupaten,kode_provinsi,name
2007,02,06,62,Talangkah (Telangkah)
2008,02,06,62,Hampalit
1006,03,06,62,Pendahara
2001,03,06,62,Tewang Baringin (Tewang Beringin)
2002,03,06,62,Hapalam
2003,03,06,62,Tewang Rangas
2004,03,06,62,Bangkuang
2005,03,06,62,Tarusan Danum
2007,03,06,62,Tumbang Tarusan (Tumbang Terusan)
2008,03,06,62,Tewang Rangkang
2009,03,06,62,Tewang Manyangen
2010,03,06,62,Karya Unggang
2001,04,06,62,Tewang Papari
2002,04,06,62,Tewang Darayu (Tewang Derayu)
2003,04,06,62,Buntut Bali
2004,04,06,62,Kuluk Bali
2005,04,06,62,Manduing Taheta
2006,04,06,62,Manduing Lama
2007,04,06,62,Tumbang Banjang
2008,04,06,62,Tumbang Lawang
2009,04,06,62,Dahian Tunggal
2010,04,06,62,Tewang Karangan
2011,04,06,62,Tumbang Tungku
2012,04,06,62,Geragu
2013,04,06,62,Tumbang Tanjung
2014,04,06,62,Tura
1009,05,06,62,Samba Kahayan
2001,05,06,62,Tumbang Lahang
2002,05,06,62,Tewang Panjang
2003,05,06,62,Petak Puti
2004,05,06,62,Telok
2005,05,06,62,Samba Danum
2006,05,06,62,Samba Bakumpai
2007,05,06,62,Samba Katung
2008,05,06,62,Napu Sahur
2010,05,06,62,Batu Badinding
2011,05,06,62,Rantau Asem
2012,05,06,62,Mirah Kalanaman
2013,05,06,62,Tumbang Kalemei (Tumbang Kalamei)
2014,05,06,62,Tumbang Marak
2015,05,06,62,Tumbang Hangei
2016,05,06,62,Tumbang Pariyei
2001,06,06,62,Dehes
2002,06,06,62,Tumbang Labehu
2003,06,06,62,Tumbang Kaman
2004,06,06,62,Tumbang Manggo
2005,06,06,62,Kamanto
2006,06,06,62,Kuluk Habuhus
2007,06,06,62,Tumbang Kanei/Kamei
2008,06,06,62,Tumbang Taranei/Karanei
2009,06,06,62,Tumbang Kawei
2010,06,06,62,Tumbang Mangara/Manggara
2011,06,06,62,Tumbang Pangka
2012,06,06,62,Tumbang Atei
2020,06,06,62,Daya Manunggal
2021,06,06,62,Rantau Bangkiang
2001,07,06,62,Tumbang Mandurei
2002,07,06,62,Tumbang Paku
2003,07,06,62,Buntut Leleng
2004,07,06,62,Kuluk Leleng
2005,07,06,62,Sabaung (Sebaung)
2006,07,06,62,Tumbang Malawan (Tumbang Susan - Malaman)
2007,07,06,62,Tumbang Taei
2008,07,06,62,Rangan Surai (Rangan Surei)
2009,07,06,62,Tumbang Hiran
2010,07,06,62,Tumbang Pahanei
2011,07,06,62,Tumbang Dakei
2012,07,06,62,Rangan Burih
2013,07,06,62,Tumbang Bemban
2014,07,06,62,Tumbang Lambi
2015,07,06,62,Rangan Tangko
2016,07,06,62,Tumbang Tundu
2017,07,06,62,Batu Panahan
2018,07,06,62,Tumbang Tabulus
1014,08,06,62,Tumbang Sanamang (Tumbang Senamang I)
2001,08,06,62,Kiham Batang
2002,08,06,62,Tumbang Kabayan/Kabayang
2003,08,06,62,Rangan Kawit
2004,08,06,62,Dehes Asem
2005,08,06,62,Kuluk Sepangi/Sapangi
2006,08,06,62,Tumbang Kuai
2007,08,06,62,Tumbang Salaman
2008,08,06,62,Rantau Puka
2009,08,06,62,Rantau Bahai
2010,08,06,62,Rangan Ranjing
2011,08,06,62,Tumbang Labaning
2012,08,06,62,Batu Bango
2013,08,06,62,Tumbang Hangei II
2015,08,06,62,Sei/Sungai Nanjan
2016,08,06,62,Tumbang Jiga
2017,08,06,62,Tumbang Mangketai
2019,08,06,62,Tumbang Mahop/Mahup
2020,08,06,62,Tumbang Sabetung
2030,08,06,62,Penda Tanggaring Lama (Penda Tangaring Lama)
2031,08,06,62,Penda Tanggaring Baru (Penda Tangaring Baru)
2032,08,06,62,Teluk Tampang (Telok Tampang)
2033,08,06,62,Tumbang Manangei
2001,09,06,62,Mendawai
2002,09,06,62,Teluk Sebulu
2003,09,06,62,Kampung Melayu
2004,09,06,62,Tewang/Tawang Kampung
2005,09,06,62,Perigi (Parigi)
2006,09,06,62,Mekar Tani
2007,09,06,62,Tumbang Bulan
1001,10,06,62,Pegatan/Pagatan Hilir
1002,10,06,62,Pegatan/Pagatan Hulu
2003,10,06,62,Kampung Keramat (Kampung Melayu)
2004,10,06,62,Kampung Tengah
2005,10,06,62,Jaya Makmur
2006,10,06,62,Subur Indah
2007,10,06,62,Kampung Baru
2008,10,06,62,Bangun Jaya (Mangun Jaya)
2009,10,06,62,Setia Mulia
2010,10,06,62,Singam Raya
2011,10,06,62,Sebangau Jaya
2012,10,06,62,Sungai Kaki
2013,10,06,62,Selat Baning
2014,10,06,62,Makmur Utama
2015,10,06,62,Bumi Subur
2016,10,06,62,Bakung Raya
2001,11,06,62,Talingke
2002,11,06,62,Hiang/Hiyang Bana
2003,11,06,62,Petak Bahandang
2004,11,06,62,Handiwung
2005,11,06,62,Tumbang Panggo
2006,11,06,62,Tewang Tampang
2007,11,06,62,Luwuk Kanan
2008,11,06,62,Luwuk Kiri
2001,12,06,62,Tumbang Baraoi
2002,12,06,62,Tumbang Jala
2003,12,06,62,Batu Badak
2004,12,06,62,Batu Tukan
2005,12,06,62,Tumbang Tangoi (Tumbang Tanggoi)
2006,12,06,62,Nusa Kutau
2007,12,06,62,Tumbang Habangoi/Habangei
2001,13,06,62,Tumbang Gaei
2002,13,06,62,Tumbang Kataei
2003,13,06,62,Tumbang Karuei
2004,13,06,62,Tumbang Dahuei
2005,13,06,62,Rantau Pandan
2006,13,06,62,Rangan Rondan (Rongan Rondan)
2007,13,06,62,Rangan Bahekang
2008,13,06,62,Tumbang Kajamei
2009,13,06,62,Tumbang Kaburai
2010,13,06,62,Tanjung Batik
2011,13,06,62,Penda Nange
1001,01,07,62,Kuala Pembuang Satu (I)
1002,01,07,62,Kuala Pembuang Dua (II)
2005,01,07,62,Pematang Limau
2006,01,07,62,Sei/Sungai Perlu
2007,01,07,62,Tanjung Rangas
2008,01,07,62,Muara Dua
2009,01,07,62,Jahitan
2010,01,07,62,Baung
2015,01,07,62,Persil Raya (Persit Raya)
2016,01,07,62,Sei/Sungai Urdang
1016,02,07,62,Rantau Pulut
2008,02,07,62,Gantung Pangayuh (Gantung Pengayuh)
2009,02,07,62,Teluk Bayur
2010,02,07,62,Suka Mandang
2011,02,07,62,Ayawan
2012,02,07,62,Mugi Panyuhu (Mugi Panyahu / Mugie Panyuhu)
2013,02,07,62,Bukit Buluh/Buluk
2014,02,07,62,Tumbang Bai/Bei
2015,02,07,62,Durian Tunggal
2017,02,07,62,Pangke
2018,02,07,62,Panyompa (Penyumpa)
2022,02,07,62,Sukorejo (Suku Rejo)
2023,02,07,62,Bumi Jaya (Bumi Ayu)
2024,02,07,62,Suka Jaya (Suka Ayu)
2026,02,07,62,Panca Jaya
2029,02,07,62,Tangga Batu
2030,02,07,62,Ringin Agung
2031,02,07,62,Batu Agung
2032,02,07,62,Suka Makmur
2033,02,07,62,Suka Maju
2001,03,07,62,Telaga Pulang
2002,03,07,62,Cempaka Baru
2003,03,07,62,Palingkau
2004,03,07,62,Ulak Batu
2005,03,07,62,Paren
2006,03,07,62,Banua Usang
2013,03,07,62,Sembuluh I (Satu)
2014,03,07,62,Sembuluh II (Dua)
2001,04,07,62,Tanjung Hanau/Hana
2002,04,07,62,Parang Batang
2003,04,07,62,Bahaur
2004,04,07,62,Pembuang Hulu I
2005,04,07,62,Pembuang Hulu II
2006,04,07,62,Derangga
2011,04,07,62,Paring Raya
2020,05,07,62,Tumbang Bahan
2021,05,07,62,Tumbang Kalam
2022,05,07,62,Tusuk Belawan
2023,05,07,62,Marandang
2024,05,07,62,Tumbang Suei
2025,05,07,62,Tumbang Manjul
2026,05,07,62,Majang/Mojang Baru
2027,05,07,62,Rantau Panjang
2028,05,07,62,Mongoh Juoi
2030,05,07,62,Sepundu Hantu
2031,05,07,62,Tumbang Kubang
2032,05,07,62,Tumbang Laku
2033,05,07,62,Tanjung Paku
2034,05,07,62,Buntut Sapau
2035,05,07,62,Tumbang Taberau
2036,05,07,62,Riam Batang
2037,05,07,62,Tumbang Sepan
2038,05,07,62,Tumbang Setawai
2039,05,07,62,Tumbang Kasai
2040,05,07,62,Tumbang Darap
2001,06,07,62,Mekar Indah
2002,06,07,62,Halimaung Jaya
2003,06,07,62,Bangun Harja/Harjo
2004,06,07,62,Kartika Bhakti/Bakti
2005,06,07,62,Pematang Panjang
2006,06,07,62,Sei/Sungai Bakau
2001,07,07,62,Terawan
2002,07,07,62,Salunuk (Selunuk)
2003,07,07,62,Lanpasa
2005,07,07,62,Bangkal
2006,07,07,62,Tabiku
2001,08,07,62,Asam Baru
2002,08,07,62,Tanjung Hara
2003,08,07,62,Tanjung Paring
2004,08,07,62,Tanjung Rangas II
2005,08,07,62,Panimba Raya
2006,08,07,62,Rungau Raya (Rangau Raya)
2001,09,07,62,Sebabi
2002,09,07,62,Sandul
2003,09,07,62,Kalang
2004,09,07,62,Derawa
2005,09,07,62,Wana Tirta
2006,09,07,62,Suka Mulya
2007,09,07,62,Durian Kait
2008,09,07,62,Sehabu (Sahabu/Sebabu)
2009,09,07,62,Batu Menangis (Batu Manangis)
2001,10,07,62,Tumbang Magin
2002,10,07,62,Tumbang Setoli
2003,10,07,62,Tumbang Hentas
2004,10,07,62,Tumbang Langkai
2005,10,07,62,Tumbang Salau
