kode_kelurahan,kode_kecamatan,kode_kabupaten,kode_provinsi,name
2006,02,03,11,Seuneubok Rambong
2007,02,03,11,Seuneubok Baro
2008,02,03,11,Blang Mideun
2009,02,03,11,Paya Bakong
2010,02,03,11,Teupin Raya
2011,02,03,11,Lhok Rambong
2012,02,03,11,Julok Tunong
2013,02,03,11,Ulee Ateung
2014,02,03,11,Ulee Blang
2015,02,03,11,Labuhan (Labohan)
2016,02,03,11,Naleung
2017,02,03,11,Mane Rampak
2018,02,03,11,Matang
2019,02,03,11,Blang Uyok
2020,02,03,11,Blang Pauh/Paoh Satu
2021,02,03,11,Blang Pauh/Paoh Dua
2022,02,03,11,Ulee Tanoh
2023,02,03,11,Keude Kuta Binjei
2024,02,03,11,Bukit Seroja (Buket Seuraja / Seraja)
2025,02,03,11,Kuala Geulumpang
2026,02,03,11,Gampong Baro
2027,02,03,11,Tumpok Teungoh
2028,02,03,11,Seumatang
2029,02,03,11,Ujong Tunong
2030,02,03,11,Bukit Dindeng
2031,02,03,11,Paya Pasi
2032,02,03,11,Alue Cek Doi
2033,02,03,11,Blang Gleum
2034,02,03,11,Tanjong Tok Blang
2035,02,03,11,Buket Makmu (Bukit Makmur)
2036,02,03,11,Lhok Seuntang
2037,02,03,11,Simpang Lhee
2001,03,03,11,Gampong Jawa
2002,03,03,11,Keude Blang
2003,03,03,11,Tanoh Anoe
2004,03,03,11,Kuala Peudawa Puntong
2005,03,03,11,Gampong Aceh
2006,03,03,11,Kuta Blang
2007,03,03,11,Gampong Tanjong
2008,03,03,11,Blang Geulumpang
2009,03,03,11,Meunasah Pu'uk
2010,03,03,11,Bantayan Timu
2011,03,03,11,Keutapang Mameh
2012,03,03,11,Seuneubok Rambong
2013,03,03,11,Kuala Idi
2014,03,03,11,Keude Aceh
2023,03,03,11,Seuneubok Bacee
2029,03,03,11,Titi Baro
2047,03,03,11,Tanjong Kapai
2048,03,03,11,Alue Dua Muka O
2049,03,03,11,Alue Dua Muka S
2050,03,03,11,Ulee Blang
2051,03,03,11,Buket Jok
2052,03,03,11,Buket Meulinteung
2053,03,03,11,Gampong Jalan
2054,03,03,11,Teupin Batee
2055,03,03,11,Buket Langa
2056,03,03,11,Buket Pala
2057,03,03,11,Buket Juara
2058,03,03,11,Seuneubok Tutong
2059,03,03,11,Seuneubok Tuha
2060,03,03,11,Sampoimah
2061,03,03,11,Dama pulo
2062,03,03,11,Gureb Blang (Gureb Blang Gampong Jawa)
2064,03,03,11,Gampong Baro
2065,03,03,11,Seuneubok Teungoh Peudawa Puntong
2067,03,03,11,Kuta Lawah
2001,04,03,11,Jambo Labu
2002,04,03,11,Alue Canang
2003,04,03,11,Alue Drien
2004,04,03,11,Buket Tiga
2005,04,03,11,Benteng
2006,04,03,11,Afeling II Bukit (Afdeling II Bukit / Buket)
2007,04,03,11,Keumuneng Hulu (Kemuning Hulu)
2008,04,03,11,Peutow
2009,04,03,11,Alue Buloh/Baloh
2010,04,03,11,Alue Teh
2011,04,03,11,Paya Rambong
2012,04,03,11,Alue Gadeng Sa (Alue Gadeng Satu)
2013,04,03,11,Paya Tampah
2014,04,03,11,Paya Bili II (Dua)
2015,04,03,11,Paya Bili Sa (Paya Bili I / Satu)
2016,04,03,11,Paya Peulawi
2017,04,03,11,Keude Birem
2018,04,03,11,Bayeun
2019,04,03,11,Aramiyah
2020,04,03,11,Blang Tualang
2021,04,03,11,Buket Seuleumak
2022,04,03,11,Birem Rayeuk
2023,04,03,11,Alue Gadeng
2024,04,03,11,Alue Gadeng Dua
2025,04,03,11,Alue Sentang
2026,04,03,11,Merbau II (Merbou Dua)
2027,04,03,11,Alue Nyamoek (Alue Nyamuk)
2001,05,03,11,Lokop
2002,05,03,11,Terujak
2003,05,03,11,Tualang
2004,05,03,11,Leles
2005,05,03,11,Ujung Karang
2006,05,03,11,Nalon
2007,05,03,11,Jering
2008,05,03,11,Loot
2009,05,03,11,Seku Alan (Sekualan)
2010,05,03,11,Sunti
2011,05,03,11,Umah Taring
2012,05,03,11,Bunin
2013,05,03,11,Sembuang
2014,05,03,11,Seuleumak
2015,05,03,11,Mesir
2016,05,03,11,Rampah
2022,05,03,11,Arul Durin
2001,06,03,11,Keude Bagok Sa
2002,06,03,11,Keude Bagok Dua (Gampong Keude Bagok Dua)
2003,06,03,11,Asan Tanjong
2004,06,03,11,Bantayan
2005,06,03,11,Matang Seuleumak
2006,06,03,11,Teupin Pukat
2007,06,03,11,Matang Neuheun
2008,06,03,11,Kuala Bagok
2009,06,03,11,Meunasah Teungoh
2010,06,03,11,Medang Ara
2011,06,03,11,Peulawi
2012,06,03,11,Baroh Bugeng
2013,06,03,11,Seumatang Aron
2014,06,03,11,Blang Panjou
2025,06,03,11,Pulo U
2026,06,03,11,Cot Asan
2027,06,03,11,Paya Enjee
2028,06,03,11,Seuleumak Muda
2029,06,03,11,Matang Panyang
2030,06,03,11,Meunasah Hagu
2031,06,03,11,Matang Kunyet
2032,06,03,11,Buket Panjou
2033,06,03,11,Buket Meurak
2034,06,03,11,Buket Panyang
2035,06,03,11,Seuneubok Dalam
2036,06,03,11,Gampong Mesjid
2037,06,03,11,Alue Siwah Serdang
2038,06,03,11,Gampong Lhee
2039,06,03,11,Beurandang
2040,06,03,11,Gampong Jalan
2041,06,03,11,Seuneubok Rambong
2001,07,03,11,Pasir Putih
2002,07,03,11,Tualang
2003,07,03,11,Keude Peureulak
2004,07,03,11,Leuge
2005,07,03,11,Uteun Dama
2006,07,03,11,Punti
2007,07,03,11,Alue Dua Paya Gajah
2008,07,03,11,Blang Bitra
2009,07,03,11,Kuala Bugak
2010,07,03,11,Paya Lipah
2011,07,03,11,Seumatang Muda Itam
2012,07,03,11,Lhok Dalam
2013,07,03,11,Beusa Meuranoe
2014,07,03,11,Bangka Rimung
2015,07,03,11,Tanoh Rata
2016,07,03,11,Bandrong
2017,07,03,11,Blang Balok
2018,07,03,11,Cot Muda Itam
2019,07,03,11,Keumuneng
2020,07,03,11,Kuala Leuge
2021,07,03,11,Balee Buya
2022,07,03,11,Alue Nibong
2023,07,03,11,Seuneubok Peusangan
2024,07,03,11,Seuneubok Aceh
2025,07,03,11,Seuneubok Pidie
2026,07,03,11,Dama Tutong
2027,07,03,11,Matang Gleum
2028,07,03,11,Lubok Pempeng
2029,07,03,11,Buket Pala
2030,07,03,11,Paya Kalui
2031,07,03,11,Cek Mbon
2032,07,03,11,Paya Meuligou
2033,07,03,11,Blang Simpo
2034,07,03,11,Blang Batee
2035,07,03,11,Matang Peulawi (Matang Pelawi)
2036,07,03,11,Cot Geulumpang
2037,07,03,11,Alue Rambong
2038,07,03,11,Cot Keh
2001,08,03,11,Bayeun (Gampong Bayeun)
2002,08,03,11,Rantau Panjang
2003,08,03,11,Alue Raya
2004,08,03,11,Alue Kumba
2005,08,03,11,Seuneubok Dalam
2006,08,03,11,Alue Seuleumak
2007,08,03,11,Sarah Kayee
2008,08,03,11,Damar Siput
2009,08,03,11,Simpang Peut
2010,08,03,11,Simpang Aneuh
2011,08,03,11,Alue Punti
2012,08,03,11,Alue Kaul/Kaol
2013,08,03,11,Sarah Teube (Sarah Teubee)
2014,08,03,11,Alue Tuwi
2001,09,03,11,Peulalu
2002,09,03,11,Nicah Awe
2003,09,03,11,Alue Buloh Sa (Alue Buloh Satu)
2004,09,03,11,Alue Buloh Dua
2005,09,03,11,Teupin Breuh
2006,09,03,11,Matang Rayeuk
2007,09,03,11,Matang Kumbang
2008,09,03,11,Blang Nie/Me
2010,09,03,11,Bantayan
2011,09,03,11,Matang Weng
2012,09,03,11,Alue Mulieng
2013,09,03,11,Pucok Alue Dua
2014,09,03,11,Gampong Blang
2015,09,03,11,Keude Tuha
2016,09,03,11,Kuala Simpang Ulim
2017,09,03,11,Lampoh Rayeuk (Lampuh Rayeuk)
2018,09,03,11,Teupin Mamplam
2019,09,03,11,Titi Baroh (Titi Barueh / Baroeh)
2020,09,03,11,Pucok Alue Sa (Pucok Alue Satu)
2021,09,03,11,Pucok Alue Barat
2022,09,03,11,Arakundo (Ara Kundo)
2023,09,03,11,Gampong Baro
2024,09,03,11,Matang Seupeng
2001,10,03,11,Paya Unou
2002,10,03,11,Seuneubok Johan
2003,10,03,11,Seuneubok Baro
2004,10,03,11,Pulo Blang
2005,10,03,11,Blang Barom
2006,10,03,11,Seuneubok Dalam
2007,10,03,11,Seuleumak Muda (Seulemak Muda)
2008,10,03,11,Bhom Lama
2009,10,03,11,Pasi Puteh (Pasir Putih)
2010,10,03,11,Alue Dua
2011,10,03,11,Buket Pala Bsp
2012,10,03,11,Mata Ie
2013,10,03,11,Alue Udep
2014,10,03,11,Seumali (Seumaly)
2015,10,03,11,Punti Payong
2016,10,03,11,Paya Palas
2017,10,03,11,Tampak
2018,10,03,11,Kliet
2019,10,03,11,Alue Geunteng
2020,10,03,11,Pertamina
2021,10,03,11,Alue Batee
2022,10,03,11,Beurandang
2024,10,03,11,Seumanah Jaya (Seuneubok Jaya)
2001,11,03,11,Blang Seunong
2002,11,03,11,Suka Damai
2003,11,03,11,Pante Labu
2004,11,03,11,Pante Rambong
2005,11,03,11,Alue Ie Mirah
2006,11,03,11,Seuneubok Tuha
2007,11,03,11,Seuneubok Saboh
2008,11,03,11,Buket Kareung (Buket Kareng)
2009,11,03,11,Buket Bata
2010,11,03,11,Meunasah Tunong
2011,11,03,11,Meunasah Teungoh
2012,11,03,11,Keude Baro
2013,11,03,11,Matang Perlak (Peureulak)
2014,11,03,11,Grong Grong
2015,11,03,11,Matang Kruet
2016,11,03,11,Meunasah Leubok
2017,11,03,11,Pante Panah
2018,11,03,11,Paya Demam Sa (Paya Demam / Deumam Satu)
2019,11,03,11,Paya Demam/Deumam Dua
2020,11,03,11,Paya Demam/Deumam Lhee
2021,11,03,11,Matang Pudeng
2022,11,03,11,Putoh Sa (Putoh Satu)
2023,11,03,11,Putoh Dua
2024,11,03,11,Sah Raja
2025,11,03,11,Sijudo
2001,12,03,11,Madat
2002,12,03,11,Matang Keupula Sa (Matang Kupula / Keupula Satu)
2003,12,03,11,Matang Kupula/Keupula Dua
2004,12,03,11,Matang Kupula/Keupula Lhee
2005,12,03,11,Ulee Ateung
2006,12,03,11,Blang Ubit
2007,12,03,11,Matang Guru
2008,12,03,11,Pantee Bayam (Pante Bayam)
2009,12,03,11,Meunasah Asan
2010,12,03,11,Meunasah Tingkeum
2011,12,03,11,Lueng Dua
2012,12,03,11,Lueng Peut
2013,12,03,11,Paya Deumam/Demam Peut
2014,12,03,11,Abeuk Geulanteu
2015,12,03,11,Rambong Lop
2016,12,03,11,Tanjong Ara (Tanjung Ara)
2017,12,03,11,Matang Jrok
2018,12,03,11,Paya Naden
2019,12,03,11,Tanjong Minjei (Tanjung Minjei)
2020,12,03,11,Pante Merbo (Meureubo)
2021,12,03,11,Blang Awe
2022,12,03,11,Bintah
2023,12,03,11,Seuneubok Pidie
2024,12,03,11,Blang Andam
2025,12,03,11,Matang Nibong
2026,12,03,11,Lueng Sa (Lueng Satu)
2001,13,03,11,Seuneubok Bayu
2002,13,03,11,Alue Ie Itam
2003,13,03,11,Blang Nisan (Blang Nisam)
2004,13,03,11,Bandar Baro
2005,13,03,11,Alue Patong
2006,13,03,11,Alue Ie Mirah
2007,13,03,11,Suka Makmur
2008,13,03,11,Jambo Balee
2009,13,03,11,Jambo Lubok
2010,13,03,11,Seuneubok Cina
2011,13,03,11,Pelita Sagop Jaya
2012,13,03,11,Perkebunan Julok Rayeuk Selatan
2013,13,03,11,Perkebunan Julok Rayeuk Utara
2001,14,03,11,Seuneubok Buloh
2002,14,03,11,Seuneubok Baro
2003,14,03,11,Seuneubok Meureudu (Meurudu)
2004,14,03,11,Seuneubok Teupin Panah
2005,14,03,11,Teupin Panah (Gampong Teupin Panah)
2006,14,03,11,Gampong Keumuneng (Keumuning)
2007,14,03,11,Keude Keumuneng
2008,14,03,11,Keumuneng Lhok
2009,14,03,11,Paya Awe / Awee
2010,14,03,11,Paya Gaboh
2011,14,03,11,Padang Kasah
2012,14,03,11,Buket Teukuh
2013,14,03,11,Buket Pu'uk (Buket Puuk)
2014,14,03,11,Blang Minjei
2015,14,03,11,Alue Kumbang A
2016,14,03,11,Alue Kumbang M
2017,14,03,11,Alue Lhok
2018,14,03,11,Seuneubok Buya
2019,14,03,11,Seuneubok Drien
2020,14,03,11,Bantayan Barat
2021,14,03,11,Blang Guci (Seguci)
2022,14,03,11,Buket Rumiya
2023,14,03,11,Seuneubok Punti
2024,14,03,11,Seuneubok Jalan
2025,14,03,11,Seuneubok Dalam
2001,15,03,11,Jalan Dua
2002,15,03,11,Jambo Reuhat
2003,15,03,11,Seuneubok Benteng
2004,15,03,11,Seuneubok Pango (Seuneubok Pangou)
2005,15,03,11,Seuneubok Simpang
2006,15,03,11,Seuneubok Kandang
2007,15,03,11,Ulee Jalan
2008,15,03,11,Uram Jalan
2009,15,03,11,Seuneubok Bayu
2010,15,03,11,Blang Rambong
2011,15,03,11,Buket Drien
2012,15,03,11,Panton Rayeuk A
2013,15,03,11,Panton Rayeuk B
2014,15,03,11,Panton Rayeuk M
2015,15,03,11,Panton Rayeuk T
2016,15,03,11,Paya Laman
2001,16,03,11,Gampong/Kampung Keude
2002,16,03,11,Meunasah Krueng
2003,16,03,11,Kuta Baro
2004,16,03,11,Alue Batee
2005,16,03,11,Matang Rayeuk
2006,16,03,11,Paya Bili Dua
2007,16,03,11,Alue Ie Itam
2008,16,03,11,Asan Rampak
2009,16,03,11,Gampong/Kampung Kuala
2010,16,03,11,Paya Dua
2011,16,03,11,Seuneubok Teungoh
2012,16,03,11,Buket Kuta
2013,16,03,11,Sama Dua
2014,16,03,11,Blang Kuta
2015,16,03,11,Blang Buket
2016,16,03,11,Seuneubok Peunteut
2017,16,03,11,Paya Bili Sa (Paya Bili I)
2001,17,03,11,Babah Krueng
2002,17,03,11,Kruet Lintang (Krut Lintang)
2003,17,03,11,Jengki (Jeungki)
2004,17,03,11,Buket Meriam (Bukit Meuriam)
2005,17,03,11,Alue Gureb (Alue Gurep)
2006,17,03,11,Seuneubok Teupin
2007,17,03,11,Seuneubok Teungoh
2008,17,03,11,Alue Bugeng
2009,17,03,11,Seuneubok Punti
2010,17,03,11,Seumatang Keude
2011,17,03,11,Seuneubok Jalan
2012,17,03,11,Seuneubok Paya
2013,17,03,11,Alue Tho
2014,17,03,11,Seuneubok Rawang
2015,17,03,11,Alue Bu Alue Nireh
2016,17,03,11,Seuneubok Dalam
2017,17,03,11,Seuneubok Lapang
2018,17,03,11,Gelanggang Meurak (Geulanggang Merak)
2019,17,03,11,Alue Bu Alue Lhok
2020,17,03,11,Tualang Pateng
2001,18,03,11,Beusa Seberang
2002,18,03,11,Mon Geudong
2003,18,03,11,Paya Seungat
2004,18,03,11,Teumpeun
2005,18,03,11,Alue Bu Tuha
2006,18,03,11,Alue Bu Jalan
2007,18,03,11,Tanjong Tualang (Tanjung Tualang)
2008,18,03,11,Beringen (Beuringin)
2009,18,03,11,Kebon Tempeun (Kebun Teumpeun)
2010,18,03,11,Paya Gajah
2011,18,03,11,Kabu
2012,18,03,11,Paya Biek
2013,18,03,11,Beusa Baroh
2014,18,03,11,Alue Bu Jalan Baroh
2015,18,03,11,Alue Bu Tunong
2001,19,03,11,Alue Rangan
2002,19,03,11,Geulumpang Payong
2003,19,03,11,Labuhan Keudee (Labuhan Keude)
2004,19,03,11,Buket Seulamat (Bukit Selamat)
2005,19,03,11,Buket Drien (Bukit Drien)
2006,19,03,11,Alue Itam
2007,19,03,11,Paya Keutapang
2008,19,03,11,Gajah Mentah
2009,19,03,11,Seuneubok Pase
2010,19,03,11,Seuneubok Aceh
2011,19,03,11,Krueng Lingka
2012,19,03,11,Sungai Simpang
2013,19,03,11,Kuala Parek
2001,20,03,11,Simpang Jernih
2002,20,03,11,Batu Sumbang
2003,20,03,11,Pante Kera
2004,20,03,11,Rantau Panjang
2005,20,03,11,Melidi
2006,20,03,11,Tampor/Tampur Paloh
2007,20,03,11,Tampor/Tampur Boor
2008,20,03,11,Hti Ranto Naro
2001,21,03,11,Meudang Ara (Medang Ara)
2002,21,03,11,Gunong Putoh
2003,21,03,11,Meunasah Aroen (Aron)
2004,21,03,11,Keude Dua
2005,21,03,11,Seuneubok Lapang
2006,21,03,11,Alue Jangat
2007,21,03,11,Buket Peulawi
2008,21,03,11,Lhok Panjoe (Lhok Panjou / Panjau)
2009,21,03,11,Seuneubok Aceh Baro
2010,21,03,11,Pulo Blang
2011,21,03,11,Lhok Dalam
2012,21,03,11,Lhok Leumak
2013,21,03,11,Seuneubok Kulam
2014,21,03,11,Panton Meurebo (Panton Merbo / Meureubo)
2015,21,03,11,Seuneubok Teungoh
2016,21,03,11,Lhok Meureu
2001,22,03,11,Tunong Bugeng
2002,22,03,11,Cempeudak
2003,22,03,11,Buket Tufah
2004,22,03,11,Tunong Ulee Gajah
2005,22,03,11,Keudondong
2006,22,03,11,Seuneubok Panton
2007,22,03,11,Buket Teumpeun
2008,22,03,11,Keude Blang
2009,22,03,11,Paya Kruep
2010,22,03,11,Tunong Paya Kruep
2011,22,03,11,Alue Siwah
2001,23,03,11,Keutapang Dua
2002,23,03,11,Matang Reyeuk PP
2003,23,03,11,Meunasah Jeumpa
2004,23,03,11,Lhok Asahan
2005,23,03,11,Tualang Dalam
2006,23,03,11,Seuneubok Kuyun
2007,23,03,11,Ulee Glee
2008,23,03,11,Seuneubok Barat
2009,23,03,11,Seuneubok Teungoh
2010,23,03,11,Seuneubok Timu (Seuneubok Timur)
2011,23,03,11,Matang Bungong
2012,23,03,11,Matang Rayeuk (SMK)
2013,23,03,11,Seuneubok Dalam
2001,24,03,11,Arul Pinang
2002,24,03,11,Peunaron Baru
2003,24,03,11,Peunaron Lama
2004,24,03,11,Bukit Tiga
2006,24,03,11,Sri Mulya (Srimulya)
2003,01,04,11,Delung Sekinel
2005,01,04,11,Gelampang Gading
2006,01,04,11,Gewat
2008,01,04,11,Jamat
2009,01,04,11,Kemerleng (Air Asin Kemerleng)
2010,01,04,11,Kute Baru
2011,01,04,11,Kute Keramil
2012,01,04,11,Kute Rayang
2013,01,04,11,Kute Riyem (Meriem)
2014,01,04,11,Kute Robel
2015,01,04,11,Linge
2016,01,04,11,Lumut
2018,01,04,11,Mungkur
2019,01,04,11,Owaq
2020,01,04,11,Pantan Nangka
2021,01,04,11,Penarun
2022,01,04,11,Simpang Tige Uning (Simpang III Uning)
2023,01,04,11,Umang
2024,01,04,11,Despot Linge (Dispot Linge)
2025,01,04,11,Gemboyah
2031,01,04,11,Arul Item
2032,01,04,11,Ise Ise
2033,01,04,11,Kute Reje
2034,01,04,11,Reje Payung
2035,01,04,11,Pantan Reduk
2036,01,04,11,Antara
2001,02,04,11,Arul Gele
2002,02,04,11,Arul Kumer
2003,02,04,11,Burni Bius
2004,02,04,11,Genting Gerbang
2005,02,04,11,Gunung Singit
2007,02,04,11,Pepayungan Angkup (Pepayungen Angkup)
2008,02,04,11,Remesen
2009,02,04,11,Rutih
2010,02,04,11,Semelit Mutiara
2012,02,04,11,Wih Porak
2013,02,04,11,Wih Bakong (Wihni Bakong)
2014,02,04,11,Wihni Durin
2016,02,04,11,Arul Putih
2017,02,04,11,Arul Relem
2018,02,04,11,Burni Bius Baru
2019,02,04,11,Jerata
2022,02,04,11,Paya Beke
2023,02,04,11,Paya Pelu
2026,02,04,11,Rebe Gedung
2027,02,04,11,Reremal
2029,02,04,11,Senehen (Sanehen)
2030,02,04,11,Simpang Kemili
2031,02,04,11,Tenebuk Kampung Baru
2032,02,04,11,Terang Engon
2033,02,04,11,Wih Pesam
2034,02,04,11,Bius Utama
2035,02,04,11,Meker Indah (Mekar Indah)
2036,02,04,11,Mulie Jadi
2037,02,04,11,Wih Bersih
2038,02,04,11,Wih Sagi Indah
2039,02,04,11,Arul Kumer Barat
2040,02,04,11,Arul Kumer Timur
2041,02,04,11,Arul Kumer Selatan
2001,03,04,11,Blang Kolak I
2002,03,04,11,Bebesen
2003,03,04,11,Mongal
2004,03,04,11,Daling
2005,03,04,11,Tensaran (Tensaren)
2006,03,04,11,Lelabu
2007,03,04,11,Blang Gele
2008,03,04,11,Kemili
2009,03,04,11,Tan Saril
2010,03,04,11,Blang Kolak II
2011,03,04,11,Umang
2012,03,04,11,Simpang IV (Simpang Empat)
2013,03,04,11,Bahgie
2014,03,04,11,Keramat Mupakat
2015,03,04,11,Atu Gajah Reje Guru
2016,03,04,11,Atu Tulu
2017,03,04,11,Burbiah (Bur Biah)
2018,03,04,11,Empus Talu
2019,03,04,11,Gele Lah
2020,03,04,11,Kebet
2021,03,04,11,Lemah Burbana
2022,03,04,11,Mah Bengi
2023,03,04,11,Nunang Antara
2024,03,04,11,Pendere Saril
2025,03,04,11,Sadong Juru Mudi
2026,03,04,11,Ulu Nuwih/Nuih
2027,03,04,11,Calo Blang Gele
2028,03,04,11,Kala Kemili
2001,07,04,11,Arul Badak
2004,07,04,11,Berawang Baro
2008,07,04,11,Gelelungi (Gele Lungi)
2009,07,04,11,Ie Reulop (Ie Relop)
2010,07,04,11,Kayu Kul
2011,07,04,11,Kedelah
2012,07,04,11,Kung
2013,07,04,11,Kute Lintang
2014,07,04,11,Lelumu
2016,07,04,11,Paya Jeget
2017,07,04,11,Pedekok
2018,07,04,11,Pegasing
2019,07,04,11,Pepalang
2021,07,04,11,Simpang Kelaping
2024,07,04,11,Tebuk
2025,07,04,11,Terang Ulen
2026,07,04,11,Ujung Gele
2029,07,04,11,Wih Ilang
2030,07,04,11,Wih Nareh
2031,07,04,11,Wih Lah
2032,07,04,11,Jejem
2033,07,04,11,Jurusen
2034,07,04,11,Kala Pegasing
2035,07,04,11,Linung Ayu
2036,07,04,11,Panangan Mata
2037,07,04,11,Pantan Musara
2038,07,04,11,Wih Terjun
2039,07,04,11,Belang Bebangka (Blang Bebangka)
2040,07,04,11,Uning
2041,07,04,11,Uring
2042,07,04,11,Suka Damai
2001,08,04,11,Atu Payung
2002,08,04,11,Bale Nosar
2003,08,04,11,Bamil Nosar
2004,08,04,11,Bewang
2005,08,04,11,Dedamar
2006,08,04,11,Genuren
2007,08,04,11,Kala Bintang
2008,08,04,11,Kala Segi (Kala Segi Bintang)
2009,08,04,11,Kejurun Syiah Utama
2010,08,04,11,Kelitu Sintep
2011,08,04,11,Kuala I (Kuala I Bintang)
2012,08,04,11,Kuala II
2013,08,04,11,Linung Bulen I
2014,08,04,11,Linung Bulen II
2015,08,04,11,Mengaya
2016,08,04,11,Mude Nosar
2017,08,04,11,Serule
2018,08,04,11,Wakil Jalil
2019,08,04,11,Wihlah Setie
2020,08,04,11,Gegarang
2021,08,04,11,Jamur Konyel
2022,08,04,11,Merodot
2023,08,04,11,Sintep
2024,08,04,11,Gele Pulo
2001,10,04,11,Bah
2002,10,04,11,Blang Mancung
2003,10,04,11,Bintang Pepara
2004,10,04,11,Burlah
2005,10,04,11,Buter
2006,10,04,11,Cang Duri
2007,10,04,11,Geulumpang Payung (Gelumpang / Glumpang Payung)
2008,10,04,11,Jaluk
2009,10,04,11,Kala Ketol
2010,10,04,11,Karang Ampar
2011,10,04,11,Kekuyang
2012,10,04,11,Kute Gelime
2013,10,04,11,Pantan Penyo
2014,10,04,11,Pantan Reduk
2015,10,04,11,Pondok Balik
2016,10,04,11,Rejewali
2017,10,04,11,Serempah
2018,10,04,11,Bergang
2019,10,04,11,Blang Mancung Bawah
2020,10,04,11,Buge Ara
2021,10,04,11,Genting Bulen
2022,10,04,11,Jalan Tengah
2023,10,04,11,Jerata
2024,10,04,11,Simpang Juli
2025,10,04,11,Selon
2001,11,04,11,Bukit Sama
2002,11,04,11,Gunung Bukit
2003,11,04,11,Jongok Meluem
2004,11,04,11,Kelupak Mata
2005,11,04,11,Lot Kala
2006,11,04,11,Mendale
2007,11,04,11,Paya Reje Tami Dalem (Paya Reje Tamidelem)
2008,11,04,11,Paya Tumpi
2009,11,04,11,Pinangan
2010,11,04,11,Bukit
2011,11,04,11,Bukit Ewih Tami Delem (Bukit Iwih Tami Delem)
2012,11,04,11,Gunung Bahgie
2013,11,04,11,Gunung Balohen
2014,11,04,11,Jongkok Bathin (Jongok Bathin)
2015,11,04,11,Kala Lengkio
2016,11,04,11,Kute Lot (Kutelot)
2017,11,04,11,Paya Tumpi Baru
2018,11,04,11,Paya Tumpi I
2019,11,04,11,Timangan Gading
2020,11,04,11,Telege Atu
2001,12,04,11,Atu Gogop
2002,12,04,11,Balik
2003,12,04,11,Buter Balik
2004,12,04,11,Dedingin
2005,12,04,11,Kute Panang
2006,12,04,11,Lukub Sabun
2007,12,04,11,Pantan Sile
2008,12,04,11,Ratawali
2009,12,04,11,Segene Balik
2010,12,04,11,Tapak Moge
2011,12,04,11,Tawar Miko
2012,12,04,11,Tawardi
2013,12,04,11,Timang Rasa
2014,12,04,11,Wih Nongkal
2015,12,04,11,Bukit Rata
2016,12,04,11,Lukub Sabun Barat
2017,12,04,11,Lukub Sabun Tengah
2018,12,04,11,Lukub Sabun Timur
2019,12,04,11,Wih Nongkal Toa (Wih Nongkal Tua)
2020,12,04,11,Tapak Moge Timur
2021,12,04,11,Empu Balik
2022,12,04,11,Blang Balik
2023,12,04,11,Kala Nongkal
2024,12,04,11,Pantan Jerik
2001,13,04,11,Arul Gading
2002,13,04,11,Belang Kekumur (Blang Kekumur)
2003,13,04,11,Berawang Gading
2004,13,04,11,Celala
2005,13,04,11,Cibro
2006,13,04,11,Kuyun
2007,13,04,11,Kuyun Toa
2008,13,04,11,Kuyun Uken
2009,13,04,11,Makmur
2010,13,04,11,Melala
2011,13,04,11,Paya Kolak
2012,13,04,11,Ramung Ara
2013,13,04,11,Sepakat
2014,13,04,11,Tanoh Depet
2015,13,04,11,Uning Berawang Ramung
2016,13,04,11,Blang Delem
2017,13,04,11,Depet Indah
2001,17,04,11,Takengon Timur
2002,17,04,11,Asir-Asir
2003,17,04,11,Asir-Asir Asia
2004,17,04,11,Bale Atu
2005,17,04,11,Bujang
2006,17,04,11,Gunung Suku
2007,17,04,11,Hakim Bale Bujang
2008,17,04,11,Kenawat
2009,17,04,11,Kuteni Reje (Kute Nireje / Kuteni Raja)
2010,17,04,11,Pedemun One-One
2011,17,04,11,Rawe
2012,17,04,11,Takengon Barat
2013,17,04,11,Toweren Antara
2014,17,04,11,Toweran Toa (Toweren Toa)
2015,17,04,11,Toweren Uken
2016,17,04,11,Teluk One-One
2017,17,04,11,Merah Mersa
2018,17,04,11,Waq Toweren
2001,18,04,11,Atu Lintang
2002,18,04,11,Merah Mege
2003,18,04,11,Merah Pupuk
2004,18,04,11,Merah Muyang/Mayang
2005,18,04,11,Gayo Murni
2006,18,04,11,Kepala Akal
2007,18,04,11,Tanoh Abu
2008,18,04,11,Bintang Kekelip
2009,18,04,11,Merah Jernang
2010,18,04,11,Damar Mulyo (Damar Mulia)
2011,18,04,11,Pantan Damar
2001,19,04,11,Merah Said
2002,19,04,11,Berawang Dewal
2003,19,04,11,Gegarang
2004,19,04,11,Telege Sari
2005,19,04,11,Jeget Ayu
2006,19,04,11,Paya Tungel/Tunggal
2007,19,04,11,Jagong Jeget
2008,19,04,11,Bukit Sari
2009,19,04,11,Bukit Kemuning
2010,19,04,11,Paya Dedep
2001,20,04,11,Bies Penentanan
2002,20,04,11,Bies Baru
2003,20,04,11,Bies Mulie
2004,20,04,11,Aru Latong (Arul Latong)
2005,20,04,11,Simpang Lukup Badak (Simpang Lukub Badak)
2006,20,04,11,Atang Jungket
2007,20,04,11,Tebes Lues
2008,20,04,11,Pucuk Deku
2009,20,04,11,Lenga
2010,20,04,11,Uning Pegantungen
2011,20,04,11,Simpang Uning Niken
2012,20,04,11,Karang Bayur
